1327817;0s;1.4058929s
1327817;0s;1.3802113s
1327817;0s;1.3832113s
1327817;0s;1.383087s
1327817;0s;1.3828359s
1327817;0s;1.4067613s
1327817;0s;1.3931876s
1327817;0s;1.3936098s
1327817;0s;1.378086s
1327817;0s;1.3881968s
